identificador	opening_date	opening_date_new	imagenPositivaNegativaMacri	imagenPositivaNegativaVidal	imagenPositivaNegativaCristina	latLong	latitude	longitude
1128	1988	5640	2	1	2	-37.9545317,-57.5460118	-37.9545317	-57.5460118
1129	1988	5645	2	2		-38.0152106,-57.5528336	-38.0152106	-57.5528336
1130	1988	5650	1	1	2	-33.9146633,-60.5969943	-33.9146633	-60.5969943
1132	1988	5660	2	2	2	-38.7103727,-62.4025758	-38.7103727	-62.4025758
1133	1988	5665	1	1		-38.7212983,-62.265562	-38.7212983	-62.265562
1134	1988	5670	2		1	-37.99569,-57.57117	-37.99569	-57.57117
1135	1988	5675		1	2	-38.0030028,-57.566997	-38.0030028	-57.566997
1136	1988	5680	1	1	2	-38.7205543,-62.2578616	-38.7205543	-62.2578616
1137	1988	5685	2			-37.3309834,-59.1454302	-37.3309834	-59.1454302
1138	1988	5690			2	-34.87975,-58.10201	-34.87975	-58.10201
1139	1988	5695	2	2	1	-38.7143037,-62.2631856	-38.7143037	-62.2631856
1140	1988	5700	2		2	-34.86569,-58.03376	-34.86569	-58.03376
1141	1988	5705	1	1	2	-33.8973683,-60.5653273	-33.8973683	-60.5653273
1142	1988	5710	1	1	2	-34.3855332,-58.7401371	-34.3855332	-58.7401371
1143	1988	5715	1	1	2	-37.9656115,-57.5627552	-37.9656115	-57.5627552
1144	1988	5720	1	1	2	-38.7143779,-62.3930724	-38.7143779	-62.3930724
1147	1988	5735	1	1	2	-37.9996907,-57.5472521	-37.9996907	-57.5472521
1148	1988	5740				-38.0528222,-57.5606583	-38.0528222	-57.5606583
1149	1988	5745		1	2	-37.3179522,-59.1419253	-37.3179522	-59.1419253
1150	1988	5750			2	-37.99047,-57.5565	-37.99047	-57.5565
1151	1988	5755	2	1		-37.9632583,-57.5931797	-37.9632583	-57.5931797
1152	1988	5760	1	1		-38.0477411,-57.5559057	-38.0477411	-57.5559057
1153	1988	5765	2	2	1	-33.8944298,-60.5506474	-33.8944298	-60.5506474
1154	1988	5770	2		1	-37.9934804,-57.5618105	-37.9934804	-57.5618105
1155	1988	5775		1	1	-38.7467881,-62.2653433	-38.7467881	-62.2653433
1156	1988	5780	2	2	1	-34.9245712,-57.94825	-34.9245712	-57.94825
1157	1988	5785	2		1	-37.3327091,-59.1397493	-37.3327091	-59.1397493
